rural_or_urban,state_name,district_name,block_tehsil_name,town_municipality_name,village_name,ward_name,serial_number,enumeration_date,water_body_present_sac_data,unique_id,water_body_name,basin_name,sub_basin_name,water_body_type,nature_of_storage,khasra_number,latitude,longitude,water_body_location,ownership,water_body_in_use,water_body_uses_1,water_body_uses_2,water_body_uses_3,cca_water_body,ipc_water_body,not_in_use_reason,water_body_nature,manmade_water_body_type,construction_year,construction_cost,renovation_year,renovation_cost,water_body_presently_under_repair_renovation_restoration,scheme_under_revival_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,targeted_potential_revival,irrigation_potential_revived,associated_with_central_scheme,central_scheme_name,water_throughout_year,number_months,water_spread_area_reference_year,water_spread_area_current_year,minimum_water_spread_area,maximum_water_spread_area,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage,presence_of_silt,filled_up_storage_space,no_of_town_cities_benefited,no_of_villages_benefited,no_people_benefited_by_water_body,wua_exists,extent_of_area_covered_by_wua,number_of_wua_formed,dip_sip_exists,water_body_encroached,encroachment_assessed,area_encroached_percentage,standalone_or_connected,number_of_connected_water_bodies,captured_in_previous_census,enumerator_name,image_path,created_on,remark
Rural,GOA,South Goa,Mormugao,,Arossim,,5,2026-05-13,No,1/30/552/005936/0626884/0005,shiptor,,,Tank,,2/2,15.3411703,73.9007353,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,693.0,693.0,100.0,500.0,3.06,200.0,10.0,Full,No,Filled up every year,,,,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2714921.jpeg,2026-05-13 13:04:18.2,
Rural,GOA,South Goa,Mormugao,,Arossim,,6,2026-05-13,No,1/30/552/005936/0626884/0006,odlinamas,,,Tank,,36/9,15.3409641,73.9077774,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,1331.0,1331.0,500.0,1331.0,3.06,3394.0,100.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2715156.jpeg,2026-05-13 13:24:58.498,
Rural,GOA,South Goa,Mormugao,,Arossim,,7,2026-05-14,No,1/30/552/005936/0626884/0007,dabashir,,,Ponds,,135,15.339494,73.8942002,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,350.0,350.0,200.0,400.0,1.6,200.0,20.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2722448.jpeg,2026-05-14 15:52:49.35,
Rural,GOA,South Goa,Mormugao,,Arossim,,8,2026-05-14,No,1/30/552/005936/0626884/0008,tamdde fondde,,,Ponds,,135,15.3389512,73.8937633,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,336.0,336.0,200.0,336.0,200.0,300.0,20.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2722502.jpeg,2026-05-14 15:58:30.973,
Rural,GOA,South Goa,Mormugao,,Arossim,,9,2026-05-14,No,1/30/552/005936/0626884/0009,verica,,,Ponds,,136/2,15.3380583,73.8937079,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,100.0,200.0,,Natural,,,,,,No,,,,,,,No,,Yes,,200.0,200.0,184.0,200.0,2.5,200.0,100.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2722608.jpeg,2026-05-14 16:07:53.94,
Rural,GOA,South Goa,Mormugao,,Arossim,,10,2026-05-14,No,1/30/552/005936/0626884/0010,verica,,,Ponds,,136/3,15.338299,73.8936648,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,300.0,300.0,150.0,300.0,2.5,200.0,100.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2722638.jpeg,2026-05-14 16:10:58.576,
Rural,GOA,South Goa,Mormugao,,Arossim,,11,2026-05-14,No,1/30/552/005936/0626884/0011,daktem verica,,,Ponds,,136,15.3381618,73.8947183,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,330.0,330.0,200.0,330.0,2.5,300.0,50.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2722772.jpeg,2026-05-14 16:19:33.757,
Rural,GOA,South Goa,Mormugao,,Arossim,,12,2026-05-14,No,1/30/552/005936/0626884/0012,daktem verica,,,Ponds,,136,15.3382011,73.8946338,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,300.0,300.0,100.0,300.0,2.5,300.0,100.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2722838.jpeg,2026-05-14 16:24:25.595,
Rural,GOA,South Goa,Mormugao,,Arossim,,13,2026-05-14,No,1/30/552/005936/0626884/0013,daktem verica,,,Ponds,,136,15.3376703,73.894178,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,500.0,500.0,300.0,500.0,3.5,350.0,50.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2722868.jpeg,2026-05-14 16:30:12.751,
Rural,GOA,South Goa,Mormugao,,Arossim,,14,2026-05-14,No,1/30/552/005936/0626884/0014,daktem verica,,,Ponds,,136,15.3366007,73.8943786,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,350.0,350.0,200.0,350.0,3.0,300.0,10.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2722996.jpeg,2026-05-14 16:46:36.928,
Rural,GOA,South Goa,Mormugao,,Arossim,,15,2026-05-14,No,1/30/552/005936/0626884/0015,soko,,,Ponds,,132/5,15.3364818,73.8937748,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,556.0,556.0,300.0,556.0,3.0,400.0,10.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2723029.jpeg,2026-05-14 16:50:48.463,
Rural,GOA,South Goa,Mormugao,,Arossim,,16,2026-05-15,No,1/30/552/005936/0626884/0016,patengo,,,Ponds,,126/8,15.3391295,73.9006252,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,194.0,194.0,100.0,194.0,1.55,247.0,50.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2727896.jpeg,2026-05-15 12:51:06.949,
Rural,GOA,South Goa,Mormugao,,Arossim,,17,2026-05-15,No,1/30/552/005936/0626884/0017,patengo,,,Ponds,,126/13,15.3377068,73.9011349,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,499.0,499.0,300.0,499.0,1.53,636.0,20.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2728313.jpeg,2026-05-15 13:19:25.916,
Rural,GOA,South Goa,Mormugao,,Arossim,,18,2026-05-15,No,1/30/552/005936/0626884/0018,kentio tollem,,,Lakes,,122/1,15.3340376,73.8998278,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,6221.0,6221.0,5000.0,6221.0,3.06,15864.0,12000.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,2-Connected,2.0,No,SANTOSH G JAMUNI,MIC_2728430.jpeg,2026-05-15 13:31:40.841,
Rural,GOA,South Goa,Mormugao,,Arossim,,19,2026-05-15,No,1/30/552/005936/0626884/0019,bhaio,,,Ponds,,121/6,15.3354663,73.8986423,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,263.0,263.0,200.0,263.0,1.53,335.0,100.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2728832.jpeg,2026-05-15 14:24:47.17,
Rural,GOA,South Goa,Mormugao,,Arossim,,20,2026-05-15,No,1/30/552/005936/0626884/0020,daktem verica,,,Ponds,,136,15.3380057,73.8956641,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,336.0,336.0,200.0,336.0,1.5,300.0,100.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2728937.jpeg,2026-05-15 14:51:32.796,
Rural,GOA,South Goa,Mormugao,,Arossim,,21,2026-05-15,No,1/30/552/005936/0626884/0021,bokdelem,,,Ponds,,136,15.3373715,73.895322,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,330.0,330.0,200.0,330.0,2.0,600.0,200.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2728944.jpeg,2026-05-15 14:55:35.026,
Rural,GOA,South Goa,Mormugao,,Arossim,,22,2026-05-15,No,1/30/552/005936/0626884/0022,sivelem,,,Ponds,,128/17,15.3366612,73.8982368,Others,Group of Individuals,Yes,Ground water recharge,Irrigation,,50.0,100.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3132.0,3132.0,3000.0,3132.0,1.53,3993.0,1000.0,Full,No,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,2-Connected,1.0,No,SANTOSH G JAMUNI,MIC_2729006.jpeg,2026-05-15 15:06:46.454,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,1,2026-05-13,Yes,1/30/552/005936/0626885/0001,,,,Ponds,,115/1,15.3998322,73.8366675,Others,Panchayat,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,2623.0,2623.0,2000.0,2623.0,3.06,6689.0,5000.0,Full,Yes,Filled up every year,1.0,1.0,150.0,No,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2714262.jpeg,2026-05-13 11:33:49.975,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,2,2026-05-13,Yes,1/30/552/005936/0626885/0002,,,,Tank,,103/7,15.3993454,73.8411174,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,10971.0,10971.0,3000.0,5000.0,1.53,13988.0,13988.0,Upto 1/4,No,Never filled up,,,,No,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2714501.jpeg,2026-05-13 12:06:49.942,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,3,2026-05-14,Yes,1/30/552/005936/0626885/0003,,,,Tank,,104/5,15.4016385,73.8417226,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,4027.0,4027.0,3800.0,4027.0,3.06,10269.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,100.0,,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2720449.jpeg,2026-05-14 11:36:47.582,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,4,2026-05-14,Yes,1/30/552/005936/0626885/0004,,,,Tank,,110/6,15.4017752,73.8418414,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,1199.0,1199.0,600.0,1199.0,3.06,3057.0,2000.0,Full,Yes,Filled up every year,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2720570.jpeg,2026-05-14 11:53:46.639,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,5,2026-05-14,Yes,1/30/552/005936/0626885/0005,,,,Tank,,110/10,15.401878,73.8419268,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,2045.0,2045.0,500.0,1000.0,3.06,5215.0,2500.0,Full,Yes,Filled up every year,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2720675.jpeg,2026-05-14 12:10:37.597,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,6,2026-05-14,Yes,1/30/552/005936/0626885/0006,,,,Tank,,110/6,15.4013418,73.840259,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,1199.0,1199.0,300.0,500.0,3.06,3057.0,2500.0,Full,Yes,Filled up every year,1.0,1.0,100.0,,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2720909.jpeg,2026-05-14 12:29:01.932,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,7,2026-05-14,Yes,1/30/552/005936/0626885/0007,,,,Tank,,110/18,15.4014447,73.8414354,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,1361.0,1361.0,300.0,400.0,3.06,3471.0,2500.0,Full,Yes,Filled up every year,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2721134.jpeg,2026-05-14 12:46:44.956,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,8,2026-05-14,Yes,1/30/552/005936/0626885/0008,,,,Lakes,,114/8,15.4009104,73.8393523,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,4287.0,4287.0,1500.0,2000.0,3.06,10932.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,100.0,,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2721418.jpeg,2026-05-14 13:15:09.74,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,9,2026-05-15,Yes,1/30/552/005936/0626885/0009,tank ,,,Tank,,118/1,15.3986115,73.8356201,Others,Panchayat,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,190.0,190.0,70.0,90.0,3.06,484.0,200.0,Full,Yes,Filled up every year,1.0,1.0,100.0,No,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2728948.jpeg,2026-05-15 14:57:58.508,
Rural,GOA,South Goa,Mormugao,,Chicalim (Ct),,10,2026-05-15,Yes,1/30/552/005936/0626885/0010,pond ,,,Ponds,,44/9,15.3699014,73.8402508,Others,Group of Individuals,Yes,Irrigation,,,9000.0,9000.0,,Natural,,,,,,No,,,,,,,No,,Yes,,131.0,131.0,50.0,60.0,1.53,167.0,80.0,Full,Yes,Filled up every year,1.0,1.0,200.0,No,,,No,No,,,1-Standalone,,Yes,SUMANT S VELIP,MIC_2730356.jpeg,2026-05-15 19:35:21.335,
Rural,GOA,South Goa,Mormugao,,Sancoale (Ct),,1,2026-05-12,Yes,1/30/552/005936/0626886/0001,nr shantadurga temple vhodlem khajan,,,Lakes,,20/0,15.3954983,73.9038603,Others,Other private body,Yes,Ground water recharge,Religious,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,7537.0,7537.0,5000.0,7537.0,2.9,19219.0,14500.0,Full,Yes,Filled up every year,1.0,1.0,50.0,Yes,1.0,1.0,No,No,,,2-Connected,1.0,Yes,SANTOSH G JAMUNI,MIC_2709486.jpeg,2026-05-12 12:25:52.836,
Rural,GOA,South Goa,Mormugao,,Sancoale (Ct),,2,2026-05-12,Yes,1/30/552/005936/0626886/0002,zuari check dam kolo dongar,,,Tank,,111/0,15.390552,73.8841678,Others,Other private body,Yes,Ground water recharge,Industrial,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,294999.0,294999.0,275000.0,294999.0,3.06,752247.0,655000.0,Full,Yes,Filled up every year,1.0,1.0,50.0,No,,,No,No,,,1-Standalone,,No,SANTOSH G JAMUNI,MIC_2709866.jpeg,2026-05-12 13:51:01.269,
Rural,GOA,South Goa,Quepem,,Xelvona,,1,2026-04-07,No,1/30/552/005937/0626936/0001,,,,Ponds,,23,15.2679494,74.079591,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,17.02,17.02,14.42,21.13,1.07,8750.0,8750.0,Full,No,Filled up every year,1.0,1.0,150.0,No,,,No,No,,,1-Standalone,,No,SARTHAK S NAIK,MIC_2585625.jpeg,2026-04-07 20:15:12.68,
Rural,GOA,South Goa,Quepem,,Cotombi,,1,2026-04-07,Yes,1/30/552/005937/0626938/0001,Cotombi Lake,,,Lakes,,48/0,15.2495628,74.0564733,Tribal,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,12045.0,12045.0,10000.0,12045.0,2.35,30715.0,12045.0,Full,Yes,Filled up every year,1.0,1.0,100.0,Yes,1.0,1.0,No,No,,,1-Standalone,,Yes,PARESH U PARWAR,MIC_2585417.jpeg,2026-04-07 18:56:20.808,
Rural,GOA,South Goa,Quepem,,Cotombi,,2,2026-04-07,No,1/30/552/005937/0626938/0002,khuti mahamaya temple ,,,Tank,,29/1,15.2500403,74.055323,Others,Other private body,Yes,Ground water recharge,Other,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,124.0,124.0,100.0,124.0,3.2,422.0,300.0,Full,Yes,Filled up every year,1.0,1.0,10.0,Yes,1.0,10.0,No,No,,,1-Standalone,,,PARESH U PARWAR,MIC_2585519.jpeg,2026-04-07 19:34:56.82,
Rural,GOA,South Goa,Quepem,,Cotombi,,3,2026-04-15,No,1/30/552/005937/0626938/0003,quarry/mining pit 86/1,,,Others,quarry/mining pit,86/1,15.2366809,74.0676042,Tribal,Other private body,Yes,Ground water recharge,,,,,,Man-made,Earthen,1980.0,200000.0,,,No,,,,,,,No,,Yes,,7869.0,7869.0,5000.0,7869.0,6.18,,,,Yes,,1.0,20.0,20.0,No,,,No,No,,,1-Standalone,,No,PARESH U PARWAR,MIC_2614954.jpeg,2026-04-15 14:04:02.041,
Rural,GOA,South Goa,Quepem,,Cotombi,,4,2026-04-17,No,1/30/552/005937/0626938/0004,quarry/mining pit thorly gall,,,Others,,109/7,15.2423847,74.0592543,Tribal,Other private body,Yes,Ground water recharge,,,,,,Man-made,Earthen,1989.0,200000.0,,,No,,,,,,,No,,Yes,,747.0,500.0,747.0,900.0,,,,,No,,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,PARESH U PARWAR,MIC_2621463.jpeg,2026-04-17 10:17:33.483,
Rural,GOA,South Goa,Quepem,,Avedem,,1,2026-04-07,No,1/30/552/005937/0626939/0001,Pond at Gaonker wada,,,Ponds,,16/6,15.2354543,74.050495,Tribal,Other private body,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,586.0,586.0,200.0,586.0,1.07,747.0,586.0,Full,Yes,Filled up every year,1.0,1.0,300.0,No,,,No,No,,,1-Standalone,,No,REEMA BHAGAT,MIC_2585671.jpeg,2026-04-07 20:47:47.816,
Rural,GOA,South Goa,Quepem,,Avedem,,2,2026-04-09,Yes,1/30/552/005937/0626939/0002,Bandara behind Chamundeshwari temple,,,Water consv schemes/percolation tanks/check-dams,,1/1,15.2278471,74.0538658,Tribal,State WRD/State Irrigation,No,,,,,,Others,Man-made,Masonary,2007.0,1015000.0,,,No,,,,,,,No,,Yes,,2223.0,2223.0,1167.0,2223.0,2.0,,,,Yes,,,,,Yes,1.0,1.0,Yes,No,,,1-Standalone,,Yes,REEMA BHAGAT,MIC_2595026.jpeg,2026-04-09 17:25:03.148,
Rural,GOA,South Goa,Quepem,,Undorna,,1,2026-04-17,No,1/30/552/005937/0626944/0001,Karmal Deva kodil mol Mining pit,,,Others,mining pit,25/2,15.186998328623924,74.16856907308102,Others,Other private body,No,,,,,,Others,Man-made,Earthen,1970.0,0.0,,,No,,,,,,,No,,Yes,,8000.0,8000.0,4000.0,8000.0,10.0,,,,Yes,,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,RUPA GAONKAR,MIC_2623533.jpeg,2026-04-17 16:57:54.755,
Rural,GOA,South Goa,Quepem,,Molcopona,,1,2026-04-17,No,1/30/552/005937/0626945/0001,Nalini Farmhouse Ranshet ,,,Tank,,15/3,15.182266099999998,74.14588359999999,Others,Individual,Yes,Irrigation,,,5000.0,6000.0,,Man-made,Earthen,1985.0,2000.0,,,No,,,,,,,No,,No,less than 6 months,25.0,20.0,15.0,25.0,,50.0,10.0,Upto 1/4,Yes,Rarely filled up,1.0,1.0,5.0,,,,No,No,,,1-Standalone,,No,RUPA GAONKAR,MIC_2623524.jpeg,2026-04-17 16:56:53.966,
Rural,GOA,South Goa,Quepem,,Molcopona,,2,2026-04-17,No,1/30/552/005937/0626945/0002,Ranshet,,,Tank,,24/1,15.18339,74.14751,Others,Individual,Yes,Irrigation,,,5000.0,6000.0,,Man-made,Masonary,2000.0,20000.0,,,No,,,,,,,No,,Yes,,20.0,15.0,15.0,20.0,2.5,175.0,170.0,Full,Yes,Filled up every year,1.0,1.0,5.0,,,,No,No,,,1-Standalone,,No,RUPA GAONKAR,MIC_2623544.jpeg,2026-04-17 16:59:33.04,
Rural,GOA,South Goa,Quepem,,Molcopona,,3,2026-04-04,No,1/30/552/005937/0626945/0003,Ghogya Moll,,,Tank,,20/1,15.18553,74.14717,Others,Individual,No,,,,,,Siltation,Man-made,Earthen,1995.0,5000.0,,,No,,,,,,,No,,Yes,,30.0,30.0,20.0,30.0,2.3,76.0,70.0,Upto 1/2,Yes,Filled up every year,1.0,1.0,0.0,,,,No,No,,,1-Standalone,,No,RUPA GAONKAR,MIC_2623546.jpeg,2026-04-17 16:59:44.668,
Rural,GOA,South Goa,Quepem,,Molcopona,,4,2026-04-17,,1/30/552/005937/0626945/0004,Ghogya Moll,,,Tank,,20/1,15.1856,74.14678,Others,Individual,Yes,Irrigation,,,5000.0,6000.0,,Man-made,Earthen,1985.0,20000.0,,,No,,,,,,,No,,Yes,,100.0,100.0,80.0,100.0,2.3,75.0,75.0,Full,Yes,Filled up every year,1.0,1.0,5.0,,,,No,No,,,1-Standalone,,No,RUPA GAONKAR,MIC_2623548.jpeg,2026-04-17 17:00:32.301,
Rural,GOA,South Goa,Quepem,,Molcornem,,1,2026-04-02,No,1/30/552/005937/0626946/0001,,,,Tank,,66/10,15.1940476,74.1324431,Others,Individual,Yes,Irrigation,,,12000.0,13000.0,,Man-made,Masonary,2014.0,250000.0,,,No,,,,,,,No,,Yes,,28.0,28.0,20.0,28.0,2.0,56.0,50.0,Upto 3/4,No,Usually filled up,1.0,1.0,40.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2556860.jpeg,2026-04-02 10:22:32.498,
Rural,GOA,South Goa,Quepem,,Molcornem,,2,2026-04-08,No,1/30/552/005937/0626946/0002,"Morod , Razambo",,,Tank,,136/1,15.1842061,74.1195554,Others,Individual,Yes,Irrigation,Ground water recharge,,5000.0,7000.0,,Natural,,,,,,No,,,,,,,No,,Yes,,68.5,68.5,30.0,68.5,1.0,68.5,30.0,Full,No,Filled up every year,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2587059.jpeg,2026-04-08 10:11:42.767,
Rural,GOA,South Goa,Quepem,,Molcornem,,3,2026-04-08,No,1/30/552/005937/0626946/0003,"Vatolepan, Razambo",,,Tank,,134/9,15.1846542,74.1170053,Others,Individual,Yes,Ground water recharge,Irrigation,,50000.0,60000.0,,Natural,,,,,,No,,,,,,,No,,Yes,,1141.0,1141.0,700.0,1141.0,1.08,1232.0,700.0,Full,Yes,Filled up every year,1.0,1.0,25.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2587060.jpeg,2026-04-08 10:11:54.801,
Rural,GOA,South Goa,Quepem,,Molcornem,,4,2026-04-08,No,1/30/552/005937/0626946/0004,Chafer,,,Others,Mining Pit,109/1,15.1850042,74.1340181,Others,Individual,Yes,Ground water recharge,,,10000.0,12000.0,,Man-made,Earthen,2005.0,100000.0,,,No,,,,,,,No,,Yes,,515.0,515.0,100.0,515.0,2.35,,,,Yes,,1.0,1.0,100.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2587069.jpeg,2026-04-08 10:14:59.602,
Rural,GOA,South Goa,Quepem,,Molcornem,,5,2026-04-08,No,1/30/552/005937/0626946/0005,Deulamol,,,Tank,,45,15.2000492,74.1284138,Others,Individual,Yes,Ground water recharge,Irrigation,,100000.0,150000.0,,Natural,,,,,,No,,,,,,,No,,Yes,,194.0,194.0,120.0,194.0,2.35,456.0,150.0,Full,Yes,Filled up every year,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2587080.jpeg,2026-04-08 10:16:50.376,
Rural,GOA,South Goa,Quepem,,Molcornem,,6,2026-04-08,No,1/30/552/005937/0626946/0006,"Madval gungi, Gharbhat",,,Tank,,66/2,15.1937926,74.1315684,Others,Individual,Yes,Irrigation,Ground water recharge,,15000.0,20000.0,,Natural,,,,,,No,,,,,,,No,,Yes,,546.0,546.0,300.0,546.0,2.35,1283.0,450.0,Full,Yes,Filled up every year,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2587081.jpeg,2026-04-08 10:16:56.844,
Rural,GOA,South Goa,Quepem,,Molcornem,,7,2026-04-08,No,1/30/552/005937/0626946/0007,Katamol,,,Tank,,62/1,15.2003563,74.1293348,Others,Individual,Yes,Ground water recharge,Irrigation,,5000.0,7000.0,,Natural,,,,,,No,,,,,,,No,,Yes,,190.0,190.0,120.0,190.0,2.35,447.0,250.0,Full,Yes,Filled up every year,1.0,1.0,25.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2587084.jpeg,2026-04-08 10:17:33.606,
Rural,GOA,South Goa,Quepem,,Molcornem,,8,2026-04-08,No,1/30/552/005937/0626946/0008,Bhutfond,,,Tank,,67/18,15.1926829,74.1310236,Others,Individual,Yes,Ground water recharge,Irrigation,,5000.0,7000.0,,Natural,,,,,,No,,,,,,,No,,Yes,,240.0,240.0,100.0,240.0,1.25,300.0,120.0,Full,Yes,Filled up every year,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2587085.jpeg,2026-04-08 10:17:40.524,
Rural,GOA,South Goa,Quepem,,Molcornem,,9,2026-04-08,No,1/30/552/005937/0626946/0009,Kamurlin Bag,,,Tank,,61/2-3,15.1979747,74.1294125,Others,Individual,Yes,Ground water recharge,Irrigation,Pisciculture,100000.0,150000.0,,Man-made,Masonary,2005.0,1000000.0,,,No,,,,,,,No,,Yes,,3066.0,3066.0,3000.0,3066.0,2.35,7205.0,6000.0,Full,Yes,Filled up every year,1.0,1.0,25.0,,,,No,No,,,1-Standalone,,No,PANKAJ SAMANT,MIC_2587086.jpeg,2026-04-08 10:17:46.323,
